_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above:confidence,orig__golden,fieldname_gold,fieldname_gold_reason,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above_gold,sentence,source
2268314529,FALSE,finalized,3,5/2/2019 3:30,not_a_gender_generalization,0.6826,,,,,"[379] The President, in the exercise of his executive powers under the Constitution, may act through the head of the appropriate executive department.",Constitution Analysis
2268314530,FALSE,finalized,3,5/2/2019 4:06,gender_generalization,0.6863,,,,,"[383] It is manifestly impossible for the President to execute every duty, and every detail thereof, imposed upon him by the Congress.",Constitution Analysis
2268314531,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,0.6667,,,,,"[387] ADMINISTRATIVE DECENTRALIZATION VERSUS JACKSONIAN CENTRALISM An opinion rendered by Attorney General Wirt in 1823 asserted the proposition that the President's duty under the take care clause required of him scarcely more than that he should bring a criminally negligent official to book for his derelictions, either by removing him or by setting in motion against him the processes of impeachment or of criminal prosecution.",Constitution Analysis
2268314532,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,1,,,,,"[389] It is obvious that the foregoing reasoning leads to the conclusion that a disseisor of the tenant would be bound as much as the tenant himself, and this conclusion was adopted by the early law.",Common Law
2268314533,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,1,,,,,"[390] In short, the President's removal power, in this case unqualified, was the sanction provided by the Constitution for his power and duty to control his subordinates in all their official actions of public consequence.",Constitution Analysis
2268314534,FALSE,finalized,3,5/2/2019 13:10,gender_generalization,0.6673,,,,,"[393] The former decision is still valid to support the President's right to remove, and hence to control the decisions of, all officials through whom he exercises the great political powers which he derives from the Constitution; also all officials--usually heads of departments--through whom he exercises powers conferred upon him by statute.",Constitution Analysis
2268314535,FALSE,finalized,3,5/2/2019 4:19,not_a_gender_generalization,0.6899,,,,,"[394] THE PRESIDENT AS LAW INTERPRETER The power accruing to the President from his function of law interpretation preparatory to law enforcement is daily illustrated in relation to such statutes as the Anti-Trust Acts, the Taft-Hartley Act, the Internal Security Act, and many lesser statutes.",Constitution Analysis
2268314536,FALSE,finalized,3,5/2/2019 3:16,gender_generalization,0.6444,,,,,"[41] The Acts of 1886 and 1947 By the Presidential Succession Act of January 19, 1886,[42] recently repealed, Congress provided that, in case of the disqualification of both President and Vice President, the Secretary of State should act as President provided he possessed the qualifications laid down in clause 5, above; if not, then the Secretary of the Treasury, etc.",Constitution Analysis
2268314537,FALSE,finalized,3,5/2/2019 3:38,gender_generalization,1,,,,,"[418] And to implement such prohibition, a State has the power to declare that places where liquor is manufactured or kept shall be deemed common nuisances;[419] and even to subject an innocent owner to the forfeiture of his property for the acts of a wrongdoer.",Constitution Analysis
2268314538,FALSE,finalized,3,5/2/2019 3:18,gender_generalization,1,,,,,"[42] As a means of enforcing a valid statute, the Government may require any person subject thereto to keep a record showing whether he has in fact complied with it,[43] and to submit that record to inspection by government officers.",Constitution Analysis
2268314539,FALSE,finalized,3,5/2/2019 15:41,not_a_gender_generalization,0.6655,,,,,[42] Definition of Crime The effect of the clause entitling an accused to know the nature and cause of the accusation against him commences with the statutes fixing or declaring offenses.,Constitution Analysis
2268314540,FALSE,finalized,3,5/2/2019 3:04,gender_generalization,0.6471,,,,,"[428] Any appropriate means adopted to insure compliance and care on the part of licensees and to protect other highway users being consonant with due process, a State may also provide that one, against whom a judgment is rendered for negligent operation and who fails to pay it within a designated time, shall have his license and registration suspended for three years, unless, in the meantime, the judgment is satisfied or discharged.",Constitution Analysis
2268314541,FALSE,finalized,3,5/2/2019 12:59,gender_generalization,0.6616,,,,,"[43] To permit a man to excuse conduct in violation of law on the ground of religious belief would be to make the professed doctrines of religious belief superior to the law of the land, and in effect to permit every citizen to become a law unto himself.",Constitution Analysis
2268314542,FALSE,finalized,3,5/2/2019 3:43,not_a_gender_generalization,1,,,,,"[436] Conversely, when President Wilson failed in March 1917 to obtain Congress's consent to his arming American merchant vessels with defensive arms, he went ahead and did it anyway, fortified not only by the known sentiments of the majority in Congress but also by the advice of his Secretary of State and Attorney General.",Constitution Analysis
2268314543,FALSE,finalized,3,5/2/2019 15:10,gender_generalization,0.6923,,,,,[44] OATH OF OFFICE What is the time relationship between a President's assumption of office and his taking the oath?,Constitution Analysis
2268314544,FALSE,finalized,3,5/2/2019 3:18,not_a_gender_generalization,0.6433,,,,,"[441] Man's Best Friend A statute providing that no dog shall be entitled to the protection of the law unless placed upon the assessment rolls, and that in a civil action for killing a dog the owner cannot recover beyond the value fixed by himself in the last assessment preceding the killing is within the police power of the State.",Constitution Analysis
2268314545,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,0.6549,,,,,"[443] Said Justice Reed, in his concurring opinion of the case: The relatively new technique of temporary taking by eminent domain is a most useful administrative device: many properties, such as laundries, or coal mines, or railroads, may be subjected to public operation only for a short time to meet war or emergency needs, and can then be returned to their owners.",Constitution Analysis
2268314546,FALSE,finalized,3,5/2/2019 3:26,not_a_gender_generalization,1,,,,,"[445] The doctrine dictated by the above considerations as regards the exercise of executive power in the field of legislative power was well stated by Mr John W. Davis, principal counsel on the present occasion for the steel companies, in a brief which he filed nearly forty years ago as Solicitor General, in defense of the action of the President in withdrawing certain lands from public entry although his doing so was at the time contrary to express statute.",Constitution Analysis
2268314547,FALSE,finalized,3,5/2/2019 3:04,not_a_gender_generalization,0.6863,,,,,"[448] Third, cases involving injury to a plaintiff because the official has exceeded his statutory authority.",Constitution Analysis
2268314548,FALSE,finalized,3,5/2/2019 13:10,gender_generalization,1,,,,,"[45] SERVICE ON OUT-OF-STATE OWNERS OF MOTOR VEHICLES By analogy to the above cases, it has been held that a State may require nonresident owners of motor vehicles to designate an official within the State as an agent upon whom process may be served in any legal proceedings growing out of their operation of a motor vehicle within the State;[46] and while these cases arose under the Fourteenth Amendment alone, unquestionably a judgment validly obtained upon this species of service could be enforced upon the owner of a car through the courts of his home State.",Constitution Analysis
2268314549,FALSE,finalized,3,5/2/2019 3:36,not_a_gender_generalization,0.7059,,,,,"[46] In 1850 Chief Justice Taney, for the Court, said: His [the President's] duty and his power are purely military.",Constitution Analysis
2268314550,FALSE,finalized,3,5/2/2019 3:30,not_a_gender_generalization,0.6863,,,,,[460] Justice Clark bases his position directly upon Chief Justice Marshall's opinion in Little _v._ Barreme.,Constitution Analysis
2268314551,FALSE,finalized,3,5/2/2019 3:56,not_a_gender_generalization,0.6667,,,,,[469] The Court further indicated that the same principle would apply to an application for a mandamus ordering the President to exercise any of his powers.,Constitution Analysis
2268314552,FALSE,finalized,3,5/2/2019 14:39,not_a_gender_generalization,0.6754,,,,,"[48] In a dictum in Ex parte Grossman,[49] Chief Justice Taft, while holding for the Court on the main issue that the President may pardon a criminal contempt, declared that he may not pardon a civil contempt.",Constitution Analysis
2268314553,FALSE,finalized,3,5/2/2019 3:51,not_a_gender_generalization,0.665,,,,,"[480] Again, in discussing the President's power of removal, he maintained that the wanton removal from office of meritorious officers would be an act of maladministration, and would render the President liable to impeachment.",Constitution Analysis
2268314554,FALSE,finalized,3,5/2/2019 4:16,not_a_gender_generalization,0.676,,,,,[49] The witness must explicitly claim his constitutional immunity or he will be considered to have waived it;[50] but he is not the final judge of the validity of his claim.,Constitution Analysis
2268314555,FALSE,finalized,3,5/2/2019 3:54,not_a_gender_generalization,1,,,,,"[493] In his dictum in Cohens _v._ Virginia, Chief Justice Marshall also indicated that perhaps no jurisdiction existed over suits by States to enforce their penal laws.",Constitution Analysis
2268314556,FALSE,finalized,3,5/2/2019 15:50,not_a_gender_generalization,1,,,,,"[5] And in Hampton _v._ McConnell[6] some years later, Chief Justice Marshall went even further, using language which seems to show that he regarded the judgment of a State court as constitutionally entitled to be accorded in the courts of sister States not simply the faith and credit of conclusive evidence, but the validity of a final judgment.",Constitution Analysis
2268314557,FALSE,finalized,3,5/2/2019 3:15,gender_generalization,0.6757,,,,,"[50] The indictment charged that in beating to death a man whom they had just arrested, these officers had deprived him of life without due process of law.",Constitution Analysis
2268314558,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,0.6531,,,,,"[51] The privilege exists solely for the protection of the witness himself, and may not be claimed for the benefit of third parties.",Constitution Analysis
2268314559,FALSE,finalized,3,5/2/2019 3:08,gender_generalization,1,,,,,"[52] The clause does not impair the obligation of a witness to testify if a prosecution against him is barred by lapse of time, by statutory enactment, or by a pardon;[53] but the effect of a mere tender of pardon by the President remains uncertain.",Constitution Analysis
2268314560,FALSE,finalized,3,5/2/2019 3:48,not_a_gender_generalization,0.6754,,,,,"[53] IMPACT OF THE PRIZE CASES ON WORLD WARS I AND II In brief, the powers claimable for the President under the Commander in Chief clause at a time of wide-spread insurrection were equated with his powers under the clause at a time when the United States is engaged in a formally declared foreign war; and--impliedly--vice versa.",Constitution Analysis
2268314561,FALSE,finalized,3,5/2/2019 3:46,not_a_gender_generalization,1,,,,,"[53] In his book, _Our Chief Magistrate and his Powers_, Ex-President Taft warmly protested against the notion that the President has any constitutional warrant to attempt the role of a Universal Providence.",Constitution Analysis
2268314562,FALSE,finalized,3,5/2/2019 3:37,not_a_gender_generalization,1,,,,,"[54] A decade earlier his destined successor, Woodrow Wilson, had avowed the opinion that the President is at liberty, both in law and conscience, to be as big a man as he can.",Constitution Analysis
2268314563,FALSE,finalized,3,5/2/2019 3:24,gender_generalization,1,,,,,[54] A witness may not refuse to answer questions on the ground that he would thereby expose himself to prosecution by a state.,Constitution Analysis
2268314564,FALSE,finalized,3,5/2/2019 3:23,not_a_gender_generalization,1,,,,,"[542] In Baltimore and Ohio R. Co. _v._ Baugh,[543] which further projected the Tyson rule into the law of torts in disregard of State law, Justice Field wrote a sharp dissent in which he indicated an opinion that the Supreme Court's disregard of State court decisions was unconstitutional.",Constitution Analysis
2268314565,FALSE,finalized,3,5/2/2019 3:48,gender_generalization,1,,,,,"[55] Conversely, the admission against a defendant in a federal court of testimony given by him in a state court under a statute of immunity is valid.",Constitution Analysis
2268314566,FALSE,finalized,3,5/2/2019 3:54,not_a_gender_generalization,1,,,,,"[552] Justice Butler, joined by Justice McReynolds, concurred in the result, because in his view Tompkins was not entitled to damages under general law, but he deprecated the reversal of Swift _v._ Tyson.",Constitution Analysis
2268314567,FALSE,finalized,3,5/2/2019 13:10,gender_generalization,1,,,,,"[56] If an accused takes the stand in his own behalf, he must submit to cross-examination;[57] while if he does not, it is by no means certain that the trial judge in a federal court may not, without violation of the clause, draw the jury's attention to the fact.",Constitution Analysis
2268314568,FALSE,finalized,3,5/2/2019 4:03,gender_generalization,1,,,,,"[579] But when a resident policyholder's loan is merely charged against the reserve value of his policy, under an arrangement for extinguishing the debt and interest thereon by deduction from any claim under the policy, such credit is not taxable to the foreign insurance company.",Constitution Analysis
2268314569,FALSE,finalized,3,5/2/2019 3:06,gender_generalization,0.6784,,,,,[586] Nor did it make any difference that the solicitor received his compensation in form of down payment by the purchaser.,Constitution Analysis
2268314570,FALSE,finalized,3,5/2/2019 12:32,not_a_gender_generalization,0.6891,,,,,"[586] Notice and Hearing in Relation to General Taxes Of the different kinds of taxes which the State may impose, there is a vast number of which, from their nature, no notice can be given to the taxpayer, nor would notice be of any possible advantage to him, such as poll taxes, license taxes (not dependent upon the extent of his business), and generally, specific taxes on things, or persons, or occupations.",Constitution Analysis
2268314571,FALSE,finalized,3,5/2/2019 3:24,gender_generalization,0.6505,,,,,"[598] On the other hand, if the area of the assessment district was not determined by the legislature, a landowner does have the right to be heard respecting benefits to his property before it can be included in the improvement district and assessed; but due process is not denied if, in the absence of actual fraud or bad faith, the decision of the agency vested with the initial determination of benefits is made final.",Constitution Analysis
2268314572,FALSE,finalized,3,5/2/2019 15:39,not_a_gender_generalization,0.6686,,,,,"[599] The owner has no constitutional right to be heard in opposition to the launching of a project which may end in assessment; and once his land has been duly included within a benefit district, the only privilege which he thereafter enjoys is to a hearing upon the apportionment; that is, the amount of the tax which he has to pay.",Constitution Analysis
2268314573,FALSE,finalized,3,5/2/2019 4:14,gender_generalization,0.6667,,,,,"[60] One hundred and thirteen years later, the Court did answer the last part of his inquiry in the affirmative.",Constitution Analysis
2268314574,FALSE,finalized,3,5/2/2019 3:15,not_a_gender_generalization,0.6677,,,,,"[600] Nor can he rightfully complain because the statute renders conclusive, after said hearing, the determination as to apportionment by the same body which levied the assessment.",Constitution Analysis
2268314575,FALSE,finalized,3,5/2/2019 14:40,gender_generalization,0.6731,,,,,"[605] A State statute, consistently with due process, may designate a corporation as the agent of a nonresident stockholder to receive notice and to represent him in proceedings for correcting assessments.",Constitution Analysis
2268314576,FALSE,finalized,3,5/2/2019 3:45,gender_generalization,1,,,,,[61] An individual who has acquired income by illicit means is not excused from making out an income tax return because he might thereby expose himself to a criminal prosecution by the United States.,Constitution Analysis
2268314577,FALSE,finalized,3,5/2/2019 14:05,gender_generalization,0.6241,,,,,"[612] Likewise a car company, which failed to report its gross receipts as required by statute, has no further right to contest the State comptroller's estimate of those receipts and his adding thereto the 10% penalty permitted by law.",Constitution Analysis
2268314578,FALSE,finalized,3,5/2/2019 13:11,gender_generalization,0.6569,,,,,"[617] In collecting personal income taxes, however, most States require employers to deduct and withhold the tax from the wages of only nonresident employees; but the duty thereby imposed on the employer has never been viewed as depriving him of property without due process of law, nor has the adjustment of his system of accounting and paying salaries which withholding entails been viewed as an unreasonable regulation of the conduct of his business.",Constitution Analysis
2268314579,FALSE,finalized,3,5/2/2019 3:15,gender_generalization,0.6566,,,,,"[62] But a witness called to testify before a federal grand jury as to his relations with the Communist Party cannot, in view of existing legislation touching the subject, be compelled to answer.",Constitution Analysis
2268314580,FALSE,finalized,3,5/2/2019 12:33,not_a_gender_generalization,0.6415,,,,,"[628] In Crutcher _v._ Kentucky[629] a like result was reached, without assistance from an act of Congress, with respect to a Kentucky statute which provided that the agent of an express company not incorporated by the laws of that State should not carry on business there without first obtaining a license from the State, and that, preliminary thereto, he must satisfy the auditor of the State that the company he represented was possessed of an actual capital of at least $150,000.",Constitution Analysis
2268314581,FALSE,finalized,3,5/2/2019 4:25,not_a_gender_generalization,1,,,,,"[64] Deploring such attempts, nullified consistently in the preceding cases, to convert the due process clause into a substantive restraint on the powers of the States, Justice Miller in Davidson _v._ New Orleans[65] obliquely counseled against a departure from the conventional application of the clause, albeit he acknowledged the difficulty of arriving at a precise, all inclusive, definition thereof.",Constitution Analysis
2268314582,FALSE,finalized,3,5/2/2019 3:56,gender_generalization,1,,,,,[65] A bankrupt is not deprived of his constitutional right not to testify against himself by an order requiring him to surrender his books to a duly authorized receiver.,Constitution Analysis
2268314583,FALSE,finalized,3,5/2/2019 2:52,not_a_gender_generalization,0.6867,,,,,[65] The constitutional right to be informed of the nature and cause of the accusation entitles the defendant to insist that the indictment apprise him of the crime charged with such reasonable certainty that he can make his defense and protect himself after judgment against another prosecution on the same charge.,Constitution Analysis
2268314584,FALSE,finalized,3,5/2/2019 3:59,gender_generalization,0.6556,,,,,"[651] However, there must be something more than an ordinary honest mistake of law in the proceedings for compensation before a party can make out that the State has deprived him of his property unconstitutionally.",Constitution Analysis
2268314585,FALSE,finalized,3,5/2/2019 14:40,not_a_gender_generalization,1,,,,,"[652] Unless, by its rulings of law, the State court prevented a complainant from obtaining substantially any compensation, its findings as to the amount of damages will not be overturned on appeal, even though as a consequence of error therein the property owner received less than he ought.",Constitution Analysis
2268314586,FALSE,finalized,3,5/2/2019 2:45,not_a_gender_generalization,0.6799,,,,,"[67] EFFECT OF AMENDMENT I ON THE COMMON LAW Blackstone was declaring the Common Law of his day, and it was no intention of the framers of Amendment I to change that law.",Constitution Analysis
2268314587,FALSE,finalized,3,5/2/2019 4:25,gender_generalization,1,,,,,"[670] (2) Hearing.--The necessity and expediency of a taking being legislative questions irrespective of who may be charged with their decision, a hearing thereon need not be afforded;[671] but the mode of determining the compensation payable to an owner must be such as to furnish him with an opportunity to be heard.",Constitution Analysis
2268314588,FALSE,finalized,3,5/2/2019 13:06,not_a_gender_generalization,1,,,,,"[68] 334 U.S. 378 (1948).--In a dissenting opinion filed in the case of Sherrer _v._ Sherrer, but applicable also to the case of Coe _v._ Coe, Justice Frankfurter, with Justice Murphy concurring, asserted his inability to accept the proposition advanced by the majority that regardless of how overwhelming the evidence may have been that the asserted domicile in the State offering bargain-counter divorces was a sham, the home State of the parties is not permitted to question the matter if the form of a controversy had been gone through.",Constitution Analysis
2268314589,FALSE,finalized,3,5/2/2019 4:01,not_a_gender_generalization,0.6379,,,,,"[68] MODIFICATION OF TARIFF LAWS This point was raised again in Field _v._ Clark,[69] where the Tariff Act of 1890 was assailed as unconstitutional because it directed the President to suspend the free importation of enumerated commodities for such time as he shall deem just if he found that other countries imposed upon agricultural or other products of the United States duties or other exactions which he may deem to be reciprocally unequal and unjust.",Constitution Analysis
2268314590,FALSE,finalized,3,5/2/2019 15:41,gender_generalization,0.6796,,,,,"[688] That condition is fulfilled; that is, a State is deemed capable of exerting jurisdiction over an individual if he is physically present within the territory of the State, if he is domiciled in the State although temporarily absent therefrom, or if he has consented to the exercise of jurisdiction over him.",Constitution Analysis
2268314591,FALSE,finalized,3,5/2/2019 4:14,not_a_gender_generalization,1,,,,,"[695] Similarly, in a suit against a local partnership, in which the resident partner was duly served with process and the nonresident partner was served only with notice, a judgment thus obtained is binding upon the firm and the resident partner, but is not a personal judgment against the nonresident and cannot be enforced by execution against his individual property.",Constitution Analysis
2268314592,FALSE,finalized,3,5/2/2019 4:04,not_a_gender_generalization,1,,,,,"[696] That the nonresident partner should have been so protected is attributable to the fact the process of a court of one State cannot run into another and summon a party there domiciled to respond to proceedings against him, when neither his person nor his property is within the jurisdiction of the Court rendering the judgment.",Constitution Analysis
2268314593,FALSE,finalized,3,5/2/2019 4:17,gender_generalization,1,,,,,"[697] In the case of a resident, however, absence alone will not defeat the processes of courts in the State of his domicile; for domicile is deemed to be sufficient to keep him within reach of the State courts for purposes of a personal judgment, whether obtained by means of appropriate, substituted service, or by actual personal service on the resident at a point outside the State.",Constitution Analysis
2268314594,FALSE,finalized,3,5/2/2019 3:51,gender_generalization,0.6642,,,,,"[7] Several years later, in Bailey _v._ Alabama,[8] the Court voided another Alabama statute which made the refusal without just cause to perform the labor called for in a written contract of employment, or to refund the money or pay for the property advanced thereunder, _prima facie_ evidence of an intent to defraud and punishable as a criminal offense; and which was enforced subject to a local rule of evidence which prevented the accused, for the purpose of rebutting the statutory presumption, from testifying as to his uncommunicated motives, purpose, or intention.",Constitution Analysis
2268314595,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,0.6681,,,,,"[709] Moreover, even when the cause of action arose in the forum State and suit was instituted by a corporation chartered therein, a foreign company retailing clothing in Oklahoma was held immune from service of process on its president when the latter visited New York on one of his periodic trips there for the purchase of merchandise.",Constitution Analysis
2268314596,FALSE,finalized,3,5/2/2019 3:04,not_a_gender_generalization,1,,,,,[728] The Burr Trial Not long afterward the Chief Justice went to Richmond to preside over the trial of Burr himself.,Constitution Analysis
2268314597,FALSE,finalized,3,5/2/2019 3:16,gender_generalization,0.6444,,,,,"[729] Thus, in a proceeding against an estate involving a suit against an administratrix to foreclose a mortgage executed by the decedent, the heir, notwithstanding that the suit presents an adverse claim the disposition of which may be destructive of his title to land deriving from the decedent, may properly be represented by the administratrix and is not entitled to personal notification or summons.",Constitution Analysis
2268314598,FALSE,finalized,3,5/2/2019 12:59,not_a_gender_generalization,0.6675,,,,,"[732] Justice Black, concurring in this view, added the caveat that the taxing rights of other States should not be foreclosed and made reference to his leave it to Congress notion.",Constitution Analysis
2268314599,FALSE,finalized,3,5/2/2019 4:01,not_a_gender_generalization,1,,,,,"[732] The Court in a five-to-four opinion by Justice Jackson in effect took the former view holding that the two-witness principle interdicted imputation of _incriminating acts_ to the accused by circumstantial evidence or by the testimony of a single witness,[733] even though the single witness in question was the accused himself.",Constitution Analysis
2268314600,FALSE,finalized,3,5/2/2019 3:34,gender_generalization,1,,,,,"[735] Here it was held that although the overt acts relied upon to support the charge of treason--defendant's harboring and sheltering in his home his son who was an enemy spy and saboteur, assisting him in purchasing an automobile, and in obtaining employment in a defense plant--were all acts which a father would naturally perform for a son, this fact did not necessarily relieve them of the treasonable purpose of giving aid and comfort to the enemy.",Constitution Analysis
2268314601,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,0.6667,,,,,"[76] There, by a five-to-four majority, the Court held that the privilege against self incrimination does not extend to books and records which an individual is required to keep to evidence his compliance with lawful regulations.",Constitution Analysis
2268314602,FALSE,finalized,3,5/2/2019 4:04,gender_generalization,1,,,,,"[764] Pleas in Abatement.--State legislation which forbids a defendant to come into court and challenge the validity of service upon him in a personal action without thereby surrendering himself to the jurisdiction of the Court, but which does not restrain him from protecting his substantive rights against enforcement of a judgment rendered without service of process, is constitutional and does not deprive him of property without due process of law.",Constitution Analysis
2268314603,FALSE,finalized,3,5/2/2019 16:29,not_a_gender_generalization,0.6589,,,,,"[79] Since deportation proceedings are not criminal in character, the admission of testimony given by the alien during investigation prior to arrest did not render the hearing unfair, despite the fact that he had not been advised of his right to have counsel or to decline to answer questions as to his alienage.",Constitution Analysis
2268314604,FALSE,finalized,3,5/2/2019 4:10,problematic_sentence,0.34,,,,,"[796] As a basis for distinguishing these last two decisions the Court observed that while the decisions are manifold that within [the] limits of fairness[797] and reason the burden of proof may be shifted to the defendant even in criminal prosecutions, nevertheless, to be justified, the evidence held to be inculpatory * * * [must have had] at least a sinister significance * * *, or if this at times be lacking, there must be in any event a manifest disparity in convenience of proof and opportunity for knowledge, * * * Whereas, accordingly, under the terms of the section previously upheld, the defendant could prove his citizenship without trouble, and the State, if forced to disprove his claim, could be relatively helpless, the background of the accused party being known probably only to himself and close relatives, the alleged Japanese defendant, in the last mentioned case, would have suffered hardship and injustice if compelled to prove non-Japanese origin, especially since ineligibility renders criminal conduct otherwise lacking in sinister significance (occupation of land under lease from an American codefendant).",Constitution Analysis
2268314605,FALSE,finalized,3,5/2/2019 3:18,not_a_gender_generalization,0.6758,,,,,"[80] The right to counsel is violated where, over the defendant's objection, the court requires his counsel to represent a co-defendant whose interest may possibly conflict with his;[81] likewise where the trial judge decided, without notice to a defendant and without his presence, that the latter had consented to be represented by counsel who also represented another defendant in the same case.",Constitution Analysis
2268314606,FALSE,finalized,3,5/2/2019 3:53,not_a_gender_generalization,1,,,,,"[817] For want of adequate enjoyment of the right to counsel, the Court, in Powell _v._ Alabama,[818] overturned the conviction of Negroes who had received sentences of death for rape, and asserted that, at least in capital cases, where the defendant is unable to employ counsel and is incapable adequately of making his own defense because of ignorance, illiteracy, or the like, it is the duty of the court, whether requested or not, to assign counsel for him as a necessary requisite of due process of Law.",Constitution Analysis
2268314607,FALSE,finalized,3,5/2/2019 3:27,gender_generalization,0.6489,,,,,"[825] Accordingly, an indigent farm laborer was deemed not to have been denied due process of law when he was convicted of robbery by a Maryland county court, sitting without a jury, which was not required by statute[826] to honor his request for counsel and whose practice, in fact was to afford counsel only in murder and rape cases.",Constitution Analysis
2268314608,FALSE,finalized,3,5/2/2019 3:18,not_a_gender_generalization,0.6852,,,,,"[837] That record included only the indictment, the judgment on the plea of guilty to a charge of murder, the minute entry bearing on the sentence, and the sentence, together with a lengthy recital in the judgment to the effect that when the defendant expressed a desire to plead guilty the Court explained to him the consequence of such plea, his rights in the premises, especially, his rights to have a lawyer appointed to defend him and to be tried before a jury, and the degree of proof required for an acquittal under a not guilty plea, but that the defendant persisted in his plea of guilty.",Constitution Analysis
2268314611,FALSE,finalized,3,5/2/2019 3:38,gender_generalization,0.6545,,,,,"[841] In the former the Court ruled that where it appears that the trial court, before accepting pleas of guilty to charges of burglary and larceny by defendants, aged 34 and 58 respectively, advised each of his rights of trial and of the consequences of such a plea, the fact that the record reveals no express offer of counsel would not suffice to show that the accused were deprived of rights essential to the fair hearing required by the due process clause.",Constitution Analysis
2268314612,FALSE,finalized,3,5/2/2019 3:51,gender_generalization,0.6471,,,,,"[847] 333 U.S. 640, 678, 680-682 (1948).--As against the assertion of the majority that the due process clause of the Fourteenth Amendment does not of its own force require appointment of counsel for one simply because he would have a constitutional right to the assistance of counsel in a comparable federal case, the minority, consisting of Justices Black, Murphy, and Rutledge speaking through Justice Douglas, declared that the Bill of Rights is applicable to all courts at all times; for, otherwise, of what value is the constitutional guarantee of a fair trial if an accused does not have counsel to advise and defend him.",Constitution Analysis
2268314613,FALSE,finalized,3,5/2/2019 4:07,not_a_gender_generalization,0.6568,,,,,"[86] In 1800, Secretary of the Treasury, Oliver Wolcott, Jr., addressed a letter to the House of Representatives advising them of his resignation from office and inviting an investigation of his office.",Constitution Analysis
2268314614,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,0.665,,,,,[88] In Debs _v._ United States[89] he referred to the natural and intended effect and probable effect[90] of the condemned speech (straight common law).,Constitution Analysis
2268314615,FALSE,finalized,3,5/2/2019 4:10,gender_generalization,1,,,,,"[883] Procuring a conviction for a capital crime by use of a confession extracted by protracted interrogation conducted in a similar manner was, on the authority of Chambers _v._ Florida, condemned in White _v._ Texas;[884] and in Lisenba _v._ California,[885] a case rendered inconclusive by conflicting testimony, the Court remarked, by way of dictum, that the concept of due process would void a trial in which, by threats or promises in the presence of court and jury, a defendant was induced to testify against himself, or in which a confession is used which is procured * * * by fraud, collusion, trickery and subornation or perjury.",Constitution Analysis
2268314616,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,1,,,,,"[888] Justice Jackson protested that interrogation _per se_ is not, * * *, an outlaw; and that inasmuch as all questioning is 'inherently coercive' * * *, the ultimate question * * * [must be] whether the confessor was in possession of his own will and self-control at the time of [his] confession.",Constitution Analysis
2268314617,FALSE,finalized,3,5/2/2019 3:12,not_a_gender_generalization,1,,,,,"[89] In part, Justice Holmes's criticism of his colleagues was unfair, for his rational and fair man could not function in a vacuum, and, in appraising the constitutionality of State legislation, could no more avoid being guided by his preferences or economic predilections than were the Justices constituting the majority.",Constitution Analysis
2268314618,FALSE,finalized,3,5/2/2019 3:46,not_a_gender_generalization,0.674,,,,,"[9] In 1914, in United States _v._ Reynolds,[10] a third Alabama enactment was condemned as conducive to peonage through the permission it accorded to persons, fined upon conviction for a misdemeanor, to confess judgment with a surety in the amount of the fine and costs, and then to agree with said surety, in consideration of the latter's payment of the confessed judgment, to reimburse him by working for him upon terms approved by the court, which, the Court pointed out, might prove more onerous than if the convict had been sentenced to imprisonment at hard labor in the first place.",Constitution Analysis
2268314619,FALSE,finalized,3,5/2/2019 2:39,not_a_gender_generalization,1,,,,,"[900] In a concurring opinion concerning the scope of the protection afforded by this clause of the Fourteenth Amendment, Justice Frankfurter contended that further argument thereon is foreclosed by Twining _v._ New Jersey, a precedent, on which he commented as follows: Decisions of this Court do not have equal intrinsic authority.",Constitution Analysis
2268314620,FALSE,finalized,3,5/2/2019 3:24,not_a_gender_generalization,0.6784,,,,,"[901] In dissenting Justice Black, who was supported by Justice Douglas, attached to his opinion an appendix which contains * * * [his] resume, * * *, of the Amendment's history.",Constitution Analysis
2268314621,FALSE,finalized,3,5/2/2019 4:19,not_a_gender_generalization,0.6899,,,,,"[904] The application of duress being indisputed, a unanimous Court, in Lee _v._ Mississippi,[905] citing as authority all the preceding cases beginning with Brown _v._ Mississippi, held that a conviction resulting from such use of a coerced confession, however, is no less void because the accused testified at some point in the proceeding that he had never in fact confessed, voluntarily or involuntarily.",Constitution Analysis
2268314622,FALSE,finalized,3,5/2/2019 3:06,gender_generalization,0.6711,,,,,"[908] The accused, in his petition, neither denied his guilt nor any of the acts on which his conviction was based.",Constitution Analysis
